0 0.000000 0.002183 0.000000 0.000000 0.000000 0.000000 0.086957 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
1 0.000000 0.002151 0.000000 0.000000 0.000000 0.789474 0.062500 0.000000 0.000000 0.000000 0.002618 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
2 0.000000 0.002137 0.000000 0.000000 0.000000 0.800000 0.065217 0.000000 0.000000 0.000000 0.002591 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
3 0.000000 0.002179 0.000000 0.000000 0.000000 0.800000 0.061224 0.000000 0.000000 0.000000 0.002571 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
4 0.000000 0.004310 0.000000 0.000000 0.000000 0.818182 0.308824 0.000000 0.000000 0.000000 0.002558 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
5 0.000000 0.004228 0.000000 0.000000 0.000000 0.842105 0.311688 0.000000 0.000000 0.000000 0.002532 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
6 0.000000 0.006237 0.000000 0.000000 0.000000 0.850000 0.324675 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
7 0.000000 0.006036 0.000000 0.000000 0.000000 0.869565 0.333333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
8 0.000000 0.006276 0.000000 0.000000 0.000000 0.875000 0.325301 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
9 0.000000 0.006438 0.000000 0.000000 0.000000 0.800000 0.341463 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
10 0.000000 0.008602 0.000000 0.000000 0.000000 0.791667 0.350000 0.002217 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
11 0.000000 0.010549 0.000000 0.000000 0.000000 0.833333 0.364706 0.002208 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
12 0.000000 0.012295 0.000000 0.000000 0.000000 0.826087 0.363636 0.002183 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
13 0.000000 0.010331 0.000000 0.000000 0.000000 0.846154 0.387097 0.002155 0.000000 0.004149 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
14 0.000000 0.008097 0.087719 0.000000 0.000000 0.800000 0.384615 0.002183 0.000000 0.004065 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
15 0.000000 0.008000 0.086957 0.000000 0.000000 0.750000 0.387097 0.002155 0.000000 0.004237 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
16 0.000000 0.009560 0.106195 0.000000 0.000000 0.750000 0.400000 0.002151 0.000000 0.004115 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
17 0.000000 0.009524 0.128205 0.000000 0.000000 0.727273 0.384615 0.025751 0.000000 0.011952 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
