0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 11 0 0 1 0 18
1 1 26 0 1 0 0 0 0 0 0 1 1 0 5 0 0 0 11 0 0 8 0 54
2 0 0 0 0 0 0 0 1 6 0 0 0 0 2 0 0 0 1 0 0 0 0 10
3 0 1 0 0 0 0 0 5 0 0 0 1 0 13 0 0 0 28 0 11 18 0 77
4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 1 0 14
5 0 1 0 0 0 0 0 0 0 0 10 0 0 11 0 0 0 1 0 0 13 0 36
6 6 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 11 0 0 12 0 51
7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 4 0 22
8 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 1 0 0 16 0 28
9 0 8 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 23 0 0 12 0 44
10 0 0 0 0 0 0 0 0 0 1 0 8 0 1 0 0 0 10 0 0 64 0 84
11 0 1 0 0 0 0 0 13 15 0 0 0 0 0 0 0 0 20 0 0 66 0 115
12 0 0 0 0 0 0 0 0 16 15 0 0 0 0 0 0 0 8 0 0 0 0 39
13 0 1 0 0 0 0 0 0 0 0 8 0 16 0 0 0 0 5 0 0 1 0 31
14 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 4
15 0 0 0 0 0 0 0 0 0 9 18 0 0 0 0 0 0 0 0 0 1 0 28
16 0 0 5 0 0 0 0 0 0 0 0 14 0 1 0 0 0 0 0 0 1 0 21
17 1 1 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 8
18 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 17
19 0 0 0 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0 0 13 0 25
20 0 0 0 10 0 0 0 0 0 0 0 0 0 10 0 0 0 1 0 0 1 0 22
21 0 0 0 0 0 0 0 18 0 0 0 0 16 0 0 0 0 17 0 0 57 0 108
22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 16
23 14 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26
24 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 11 0 0 53 0 66
25 0 8 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 14 0 26
26 0 0 0 0 0 0 0 0 1 0 12 0 0 48 0 0 0 8 0 0 49 0 118
27 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 25 0 26
28 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 11 0 0 0 0 0 13
29 0 0 0 1 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 1 0 14
30 1 2 0 0 0 0 0 0 1 1 0 0 10 0 0 0 0 11 0 0 0 0 26
31 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 2
32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 17
33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 16
34 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 19 0 21
35 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 3
36 0 0 0 0 0 0 0 14 15 0 0 0 0 0 0 0 0 0 0 0 2 0 31
37 0 1 0 0 0 0 0 0 1 0 0 0 35 0 0 0 0 0 19 0 30 0 86
38 0 8 0 0 0 0 0 0 1 0 0 15 13 0 0 0 0 13 8 0 49 0 107
