0 0 0 0 0 1 0 0 0 0 0 0 1 0 22 0 0 0 7 0 0 7 0 38
1 0 0 0 0 0 0 0 0 0 36 14 0 0 10 0 0 0 1 0 5 22 0 88
2 0 13 0 0 0 0 0 14 0 0 0 0 7 19 0 22 0 2 0 0 0 0 77
3 0 0 0 0 0 0 0 0 0 1 0 0 5 10 0 0 0 21 0 0 7 0 44
4 14 14 0 0 0 0 0 0 0 13 0 0 0 2 0 0 0 0 0 0 1 0 44
5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 20
6 17 0 0 0 1 0 0 0 0 0 0 0 20 35 0 0 0 7 0 0 1 0 81
7 0 0 0 0 21 0 0 0 0 0 0 0 0 15 0 0 0 19 0 0 2 0 57
8 0 0 0 0 0 0 0 0 0 12 0 0 0 27 1 0 0 1 0 0 15 0 56
9 18 33 0 14 0 0 0 0 0 0 0 0 0 11 0 0 1 20 0 0 18 0 115
10 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 3
11 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
12 18 0 0 0 8 0 0 0 0 0 0 0 0 1 0 18 0 21 0 0 0 0 66
13 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 10 0 1 0 0 16 0 30
14 0 1 0 0 0 0 1 0 0 1 29 0 1 0 0 0 0 0 0 0 24 0 57
15 1 0 0 0 0 0 0 0 27 23 0 1 0 0 0 0 0 23 0 0 1 0 76
16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 3
17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 26
18 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 15 0 0 30
19 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 13 0 0 15
20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 15
21 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 22 0 0 23
22 1 0 0 0 0 0 0 0 1 0 15 0 1 0 0 0 0 0 0 0 153 0 171
23 0 29 0 0 0 0 0 0 0 0 0 0 43 0 0 0 0 1 0 0 29 0 102
24 0 0 0 0 0 0 20 11 0 1 0 0 37 0 0 0 0 0 0 1 29 0 99
25 0 0 0 0 0 1 0 1 0 25 1 0 32 0 0 0 0 0 0 1 2 0 63
26 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 1 0 4
27 0 7 1 0 0 0 0 15 0 0 0 0 0 2 0 0 0 0 0 0 14 0 39
28 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 18 0 51
29 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 13 0 16
30 0 1 0 0 0 0 0 0 0 0 24 0 10 0 0 0 0 0 0 0 1 0 36
31 0 0 1 0 0 0 0 27 0 0 0 0 2 11 0 0 0 9 0 0 0 0 50
32 0 66 0 0 0 0 0 0 0 1 0 0 1 0 0 0 13 2 0 0 1 0 84
33 0 1 0 0 0 17 0 0 0 1 2 0 0 34 0 0 0 1 0 0 61 0 117
34 0 0 0 0 0 0 0 1 0 13 19 0 0 0 0 0 19 6 0 0 0 0 58
35 0 1 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 1 0 0 50 0 62
36 0 0 0 0 0 0 0 1 17 1 0 0 0 0 0 0 0 2 0 0 39 0 60
