84,0,0,0,0,0,0,0,0,0
85,0,0,0,15,18,0,0,18,51
86,0,0,0,45,0,1,0,0,46
87,0,0,0,0,0,0,0,0,0
88,6,0,0,18,64,56,1,1,146
89,32,0,0,36,62,0,29,14,173
90,19,1,0,17,1,0,27,2,67
91,1,43,0,20,38,2,2,36,142
92,16,23,0,27,42,0,17,27,152
93,0,1,0,1,0,1,1,0,4
94,0,0,0,0,0,0,0,0,0
95,1,0,0,1,0,0,22,15,39
96,0,0,0,0,0,0,0,12,12
97,9,0,0,16,0,0,0,0,25
98,0,0,0,0,0,0,1,0,1
99,0,0,0,0,1,16,0,1,18
100,9,0,0,0,0,0,0,11,20
101,1,0,0,0,0,0,1,0,2
102,0,1,14,37,57,2,1,0,112
103,0,0,0,14,2,1,1,31,49
104,0,1,0,15,38,13,1,33,101
105,0,1,0,18,4,0,75,0,98
106,0,128,0,26,29,1,30,3,217
107,0,0,0,0,1,0,0,1,2
108,0,0,0,1,0,0,0,0,1
109,0,0,0,1,0,0,0,0,1
110,0,0,0,0,1,0,1,26,28
111,0,0,0,50,7,0,1,0,58
112,0,0,0,1,1,0,1,0,3
113,0,0,5,0,0,0,0,0,5
114,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,24,0,24
116,0,0,0,1,0,0,0,0,1
117,0,0,0,6,0,0,0,0,6
118,0,0,1,3,29,0,5,0,38
119,0,0,16,1,8,2,46,1,74
120,0,75,0,69,29,1,3,1,178
121,10,21,32,0,4,46,1,0,114
122,0,28,0,17,40,0,2,0,87
123,0,1,0,0,1,0,0,0,2
124,0,0,0,0,12,17,0,0,29
125,0,0,0,0,20,0,15,0,35
126,0,35,0,0,1,0,0,0,36
127,0,0,15,0,29,0,1,0,45
128,1,28,0,0,0,0,0,0,29
129,12,0,0,0,1,0,0,8,21
130,0,0,0,0,0,0,0,0,0
131,0,0,0,0,1,0,0,0,1
132,0,0,0,0,0,0,0,0,0
133,0,1,0,0,1,0,2,31,35
134,0,0,0,1,0,0,1,0,2
135,1,1,0,13,16,27,21,0,79
136,20,13,33,18,32,0,24,0,140
137,0,26,0,30,0,2,2,18,78
138,0,2,46,20,26,0,22,57,173
139,29,2,0,0,56,2,2,0,91
140,0,0,0,0,0,11,0,1,12
141,0,0,0,1,36,0,1,12,50
142,0,0,0,0,0,2,0,39,41
143,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0
145,1,0,24,1,34,0,0,0,60
146,0,0,0,0,2,0,43,0,45
147,0,0,0,0,24,1,0,0,25
148,0,0,0,1,0,0,0,0,1
149,0,0,0,0,1,0,1,0,2
150,1,0,0,25,5,47,35,1,114
151,1,0,43,1,35,32,1,1,114
152,0,0,0,1,1,32,43,26,103
153,1,1,20,39,25,11,3,2,102
154,0,0,1,20,2,1,21,2,47
155,18,1,13,11,6,1,22,3,75
156,0,0,0,0,27,0,0,9,36
157,0,15,11,0,1,0,1,1,29
158,0,0,16,1,0,0,0,0,17
159,0,2,0,0,0,0,0,0,2
160,0,1,0,1,0,26,67,0,95
161,0,0,0,0,1,0,0,0,1
162,0,0,21,0,0,0,0,0,21
163,1,0,0,1,0,0,0,0,2
164,0,0,0,9,0,1,0,0,10
165,0,28,0,1,2,0,0,2,33
166,0,0,0,0,0,0,0,0,0
167,1,8,72,19,30,42,22,13,207
168,0,1,0,24,2,20,0,10,57
169,1,45,21,3,23,10,1,0,104
170,0,0,12,18,16,71,13,0,130
171,2,0,3,25,27,3,8,31,99
172,0,1,14,0,0,0,1,0,16
173,0,0,0,1,23,0,0,0,24
174,0,0,0,0,0,0,6,1,7
175,0,0,0,1,0,0,7,0,8
176,1,0,0,0,0,0,0,0,1
177,0,0,0,24,0,28,0,0,52
178,0,0,1,0,0,1,0,0,2
179,0,0,2,1,0,0,0,0,3
180,0,15,0,0,0,0,27,0,42
181,0,0,0,1,1,0,1,1,4
182,12,12,1,36,0,42,0,13,116
183,0,21,7,4,1,35,14,1,83
184,0,7,1,31,4,57,2,10,112
185,0,29,20,16,3,29,20,0,117
186,0,0,0,13,1,16,2,0,32
187,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,28,0,0,28
189,0,0,0,0,0,0,0,0,0
190,0,0,44,0,0,0,0,0,44
191,0,0,12,0,0,0,0,0,12
192,0,0,0,15,19,0,0,1,35
193,0,1,0,0,0,1,1,0,3
194,0,31,0,6,0,0,0,0,37
195,0,0,0,0,0,0,0,1,1
196,0,0,0,18,0,0,0,16,34
197,1,2,50,26,15,32,0,43,169
198,0,50,0,18,70,1,0,1,140
199,0,0,2,0,22,14,11,20,69
200,3,0,0,7,2,50,72,1,135
201,0,0,0,19,1,0,0,0,20
202,0,0,0,45,0,33,0,24,102
203,0,41,27,0,0,0,0,0,68
204,0,0,0,0,0,1,49,20,70
205,0,0,26,0,0,54,0,0,80
206,0,0,0,0,0,0,0,1,1
207,0,0,0,1,0,0,0,0,1
208,0,0,6,16,20,0,0,11,53
209,0,0,0,0,0,0,32,0,32
210,0,0,0,0,0,0,0,1,1
211,0,0,1,0,0,0,36,0,37
212,0,0,0,0,0,0,0,0,0
213,0,0,0,0,15,4,0,0,19
214,0,1,0,0,0,16,8,0,25
215,0,2,0,0,0,0,0,0,2
216,0,1,0,1,0,0,0,1,3
217,0,0,0,2,0,0,0,0,2
218,0,0,0,0,0,3,0,0,3
219,0,1,0,9,2,34,3,46,95
220,1,0,1,24,0,2,8,0,36
221,13,0,2,43,0,16,0,98,172
222,40,0,0,65,0,24,39,0,168
223,0,27,15,85,2,1,1,1,132
224,0,0,0,0,0,0,0,0,0
225,0,0,0,0,5,0,0,0,5
226,0,0,0,0,50,0,0,0,50
227,0,0,12,0,0,0,0,2,14
228,0,0,0,0,1,2,1,1,5
229,1,0,0,0,0,0,0,29,30
230,0,0,0,0,0,10,0,0,10
231,0,0,23,0,0,4,0,0,27
232,0,55,27,0,0,28,0,0,110
233,0,0,0,0,1,47,0,19,67
234,0,0,8,0,0,1,0,0,9
235,0,0,0,2,0,0,21,0,23
236,34,0,0,0,0,0,0,0,34
237,0,0,0,0,4,0,0,0,4
238,0,0,0,0,0,16,1,1,18
239,0,0,10,0,0,2,0,1,13
240,0,0,1,0,0,7,0,2,10
241,50,16,0,115,11,2,44,3,241
242,0,54,1,18,14,15,22,1,125
243,23,12,1,19,20,2,10,21,108
244,0,1,45,0,2,1,10,0,59
245,0,0,0,0,0,12,0,0,12
246,0,0,1,0,0,0,12,0,13
247,0,0,0,0,0,0,0,0,0
248,0,25,0,13,21,0,20,0,79
249,0,10,0,1,0,0,1,0,12
250,0,0,0,0,0,0,0,0,0
251,0,12,0,0,0,1,30,0,43
252,0,2,1,0,23,70,8,25,129
253,1,79,15,12,30,32,22,0,191
254,39,1,1,0,18,2,1,1,63
255,48,1,1,21,0,1,2,1,75
256,0,15,0,0,0,0,0,0,15
257,0,0,0,0,0,0,25,0,25
258,0,0,1,0,4,0,0,18,23
259,24,0,1,1,1,0,0,0,27
260,0,0,23,0,1,12,0,36,72
261,0,0,0,0,2,0,0,0,2
262,5,0,0,0,0,12,0,0,17
263,0,0,0,3,0,0,0,0,3
264,1,0,1,1,1,0,0,0,4
265,0,20,1,0,0,0,47,0,68
266,0,0,0,0,0,1,1,0,2
267,0,1,0,0,0,0,0,1,2
268,22,0,0,0,0,0,0,0,22
269,0,0,0,0,0,3,0,0,3
270,71,27,0,1,34,24,0,35,192
271,21,11,0,22,45,60,0,15,174
272,15,1,0,0,0,1,19,31,67
273,0,0,1,0,33,0,0,0,34
274,0,0,0,20,0,26,0,1,47
275,1,0,0,0,0,0,0,0,1
276,21,7,0,7,0,12,25,14,86
277,0,0,0,0,0,53,0,0,53
278,0,0,0,0,0,0,0,0,0
279,26,0,0,0,0,14,0,0,40
280,0,14,0,0,1,1,0,10,26
281,1,0,0,0,0,0,1,1,3
282,0,0,0,0,0,0,0,22,22
283,34,23,10,16,0,23,3,44,153
284,35,1,0,0,1,10,0,12,59
285,1,42,0,0,0,30,5,1,79
286,26,48,58,1,1,0,5,21,160
287,0,0,0,16,0,0,0,0,16
288,0,11,6,0,0,0,0,0,17
289,16,0,0,0,0,8,15,0,39
290,1,18,0,0,1,0,0,0,20
291,38,0,0,0,1,8,0,16,63
292,0,0,0,0,0,29,0,0,29
293,1,47,0,0,0,8,0,7,63
294,0,1,0,0,0,1,0,0,2
295,0,0,0,1,0,0,0,1,2
296,0,23,0,0,0,0,0,0,23
297,9,0,0,0,0,1,0,0,10
298,19,29,17,0,0,32,49,26,172
299,0,29,53,0,1,50,1,11,145
300,37,18,19,27,20,1,31,23,176
301,0,1,6,7,55,33,0,0,102
302,1,0,1,0,0,1,10,0,13
303,0,33,0,0,0,0,0,34,67
304,0,0,0,1,0,0,14,0,15
305,0,0,0,1,0,0,0,0,1
306,22,0,0,0,0,34,0,0,56
307,0,0,1,0,0,0,1,0,2
308,0,0,0,0,0,0,0,0,0
309,0,0,33,0,0,0,0,0,33
310,0,1,1,0,37,0,0,0,39
311,0,0,0,0,0,0,0,0,0
312,7,0,1,0,0,9,0,0,17
313,1,0,0,39,0,0,0,0,40
314,19,1,2,0,0,12,0,0,34
315,0,0,0,0,0,12,0,0,12
316,2,1,0,0,3,19,13,1,39
317,17,1,1,17,27,2,22,0,87
318,1,0,1,13,57,8,26,0,106
319,1,29,0,0,34,38,0,33,135
320,1,15,12,0,22,9,0,15,74
321,0,34,0,0,0,0,1,0,35
322,0,0,0,0,0,1,0,0,1
323,0,1,0,0,0,0,0,0,1
324,0,25,0,0,1,0,1,0,27
325,11,0,0,0,0,0,0,0,11
326,0,0,0,48,0,1,0,0,49
327,0,0,0,0,0,1,0,0,1
328,0,24,0,0,0,1,0,1,26
329,14,47,0,3,60,46,1,1,172
330,1,45,51,0,16,2,1,41,157
331,1,25,18,51,68,16,0,0,179
332,0,0,1,1,0,0,1,0,3
333,0,0,1,0,0,0,0,0,1
334,0,16,0,0,0,15,8,0,39
335,0,0,0,0,0,0,0,1,1
336,1,23,20,0,1,0,0,0,45
337,0,0,0,0,0,0,0,6,6
338,0,0,1,20,0,0,0,0,21
339,14,1,0,0,0,1,2,0,18
340,0,0,0,0,1,0,0,2,3
341,0,13,14,0,0,0,0,0,27
342,1,0,0,0,0,0,0,0,1
343,0,1,0,0,0,20,0,0,21
344,20,66,0,0,1,1,6,0,94
345,16,18,23,0,1,26,1,1,86
346,30,4,13,0,19,55,1,0,122
347,0,74,25,28,36,1,15,9,188
348,22,40,0,11,1,62,0,0,136
349,2,0,0,0,1,1,0,0,4
350,0,0,0,1,0,0,0,0,1
351,0,0,7,0,0,0,0,39,46
352,20,42,0,0,0,0,0,0,62
353,0,44,0,0,0,1,0,0,45
354,0,0,0,0,1,35,0,0,36
355,0,0,0,23,0,10,5,0,38
356,0,5,0,0,2,0,0,32,39
357,0,16,0,0,0,0,0,0,16
358,20,1,4,0,14,0,1,8,48
359,1,0,19,14,0,0,0,0,34
360,0,0,0,12,0,1,0,0,13
361,12,0,22,0,0,0,19,0,53
362,0,0,1,0,0,0,0,0,1
363,30,13,42,20,0,0,0,0,105
364,45,3,25,6,35,34,19,1,168
365,3,20,8,27,44,14,18,0,134
366,21,1,2,47,0,0,35,0,106
367,7,19,1,33,15,11,31,2,119
368,0,0,0,2,1,22,0,0,25
369,9,0,0,1,0,0,1,0,11
370,0,0,0,0,0,17,1,0,18
371,0,0,31,0,13,0,0,0,44
372,0,0,0,0,0,0,0,0,0
373,40,0,1,0,0,0,0,0,41
374,0,19,28,0,0,0,0,0,47
375,0,0,0,0,0,0,1,0,1
376,23,0,0,0,0,10,0,0,33
377,0,0,1,0,0,10,0,0,11
378,0,0,0,35,0,34,0,1,70
379,30,0,0,0,0,7,1,0,38
380,0,0,0,0,0,1,0,1,2
381,1,0,33,1,33,0,0,0,68
382,0,0,0,0,40,3,0,0,43
383,33,5,53,2,1,22,0,0,116
384,2,0,2,1,11,1,0,0,17
385,13,21,52,2,45,7,1,0,141
386,72,0,42,0,10,3,1,28,156
387,14,9,0,5,0,26,0,0,54
388,0,0,0,0,7,0,0,0,7
389,1,1,0,0,0,0,0,0,2
390,1,0,1,2,0,1,0,0,5
391,0,36,0,0,0,0,1,0,37
392,0,0,0,1,0,0,0,0,1
393,1,58,2,0,76,11,19,0,167
394,28,0,2,1,5,1,2,1,40
395,1,3,29,0,1,8,0,0,42
396,33,1,19,1,50,0,18,0,122
397,0,13,0,0,0,0,0,0,13
398,30,0,0,0,0,0,0,0,30
399,0,0,0,0,0,10,0,0,10
400,0,23,0,0,0,0,0,0,23
401,0,0,0,0,0,6,0,0,6
402,29,0,0,0,0,36,19,0,84
403,0,0,10,0,1,0,0,0,11
404,0,0,11,0,0,0,0,0,11
405,8,1,0,0,2,1,0,0,12
406,52,35,11,19,17,0,1,0,135
407,24,44,27,0,30,29,24,28,206
408,41,39,1,0,42,11,2,0,136
409,0,1,0,0,1,0,0,0,2
410,1,1,0,1,0,0,0,19,22
411,17,0,1,0,0,1,0,0,19
412,0,0,0,0,0,9,0,0,9
413,1,1,0,0,39,0,0,0,41
414,0,0,17,0,0,0,0,0,17
415,16,0,1,0,0,0,0,0,17
416,0,0,0,0,3,0,0,0,3
417,0,1,0,0,11,0,0,18,30
418,0,11,19,0,1,25,42,0,98
419,0,34,22,12,4,26,1,11,110
420,1,51,0,0,57,0,33,1,143
421,1,22,4,0,1,1,22,0,51
422,0,0,1,0,2,1,1,0,5
423,40,16,2,0,0,0,42,0,100
424,0,10,0,0,1,0,0,0,11
425,23,1,0,0,16,0,0,0,40
426,0,0,0,0,1,0,1,0,2
427,7,0,0,0,0,0,36,0,43
428,0,0,0,0,33,0,0,0,33
429,0,0,0,0,0,0,0,25,25
430,0,1,1,0,0,0,20,1,23
431,24,1,0,0,0,0,26,0,51
432,0,2,0,0,0,19,0,0,21
433,0,6,0,31,18,0,1,0,56
434,21,0,7,0,0,1,0,0,29
435,0,0,0,0,0,0,0,0,0
436,7,0,26,7,1,21,10,12,84
437,1,6,0,22,52,26,51,47,205
438,1,0,0,0,1,14,44,2,62
439,13,0,0,0,0,1,0,0,14
440,1,1,26,2,0,28,2,6,66
441,44,0,0,25,0,0,25,23,117
442,0,8,0,0,9,34,0,0,51
443,0,0,0,0,0,0,0,0,0
444,0,0,0,0,0,15,0,0,15
445,0,1,0,0,0,1,1,1,4
446,0,1,0,0,19,17,31,0,68
447,0,0,1,0,0,0,0,0,1
448,0,0,0,1,1,0,5,0,7
449,0,0,0,0,1,23,0,0,24
450,0,0,0,0,1,0,0,0,1
451,0,0,0,6,0,0,0,0,6
452,26,0,0,0,0,0,1,0,27
453,9,0,1,25,2,13,32,43,125
454,1,16,1,14,1,44,1,0,78
455,37,0,20,0,18,1,3,2,81
456,2,1,1,0,31,0,3,21,59
457,15,10,3,62,0,0,42,0,132
458,1,0,0,0,0,0,0,12,13
459,0,14,0,0,17,0,0,0,31
460,1,0,0,1,23,18,0,13,56
461,0,50,0,21,0,0,1,0,72
462,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,1,1,0,2
465,0,0,0,0,0,0,1,31,32
466,0,0,0,0,0,0,0,61,61
467,0,0,0,0,19,0,0,23,42
468,47,0,0,1,0,0,0,0,48
469,0,13,1,0,0,1,0,0,15
470,0,0,1,10,22,0,1,0,34
471,0,0,0,0,0,35,0,0,35
472,0,0,0,0,21,0,0,21,42
473,1,3,29,37,0,15,33,0,118
474,2,2,10,15,40,44,1,27,141
475,0,0,16,0,14,1,2,13,46
476,1,0,18,89,4,0,1,56,169
477,0,0,0,0,0,0,0,23,23
478,0,0,0,0,0,0,0,0,0
479,0,0,1,5,0,0,0,0,6
480,0,0,0,0,0,0,28,1,29
481,1,0,32,0,20,0,0,10,63
482,24,0,1,1,0,0,0,17,43
483,0,0,1,0,0,0,11,1,13
484,0,0,0,43,0,1,0,0,44
485,0,0,2,0,0,0,0,1,3
486,0,0,0,0,0,0,23,0,23
487,0,6,0,0,1,1,0,0,8
488,1,0,0,0,0,0,1,0,2
489,0,1,0,53,0,0,0,21,75
490,0,19,0,68,12,0,15,0,114
491,12,22,0,0,41,19,9,0,103
492,0,8,0,12,0,0,1,9,30
493,0,0,3,0,52,0,5,28,88
494,66,0,11,10,42,21,0,0,150
495,0,0,0,0,1,0,0,0,1
496,0,0,0,0,0,0,0,0,0
497,0,0,1,0,19,0,0,0,20
498,38,0,1,51,0,0,0,0,90
499,0,0,0,0,1,1,0,0,
