0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 1 0 0 11
1 0 0 0 0 0 0 1 0 0 0 0 0 10 7 0 0 0 0 0 0 2 0 20
2 0 0 0 0 0 0 0 1 0 0 9 0 0 1 6 0 0 0 0 0 13 0 30
3 0 0 1 0 0 0 0 1 0 0 7 1 0 0 0 0 0 0 0 0 21 0 31
4 0 1 0 0 0 0 0 1 0 0 0 0 0 5 0 0 0 17 0 0 0 0 24
5 1 0 0 0 0 0 0 0 0 0 0 1 0 10 0 0 0 16 0 0 0 0 28
6 0 0 1 0 0 0 13 0 6 15 0 0 0 1 0 0 0 0 11 0 2 0 49
7 0 11 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 25 0 39
8 0 13 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 44 0 60
9 0 6 0 0 0 13 2 0 17 0 0 0 0 0 0 0 0 7 0 0 41 0 86
10 9 4 0 0 0 16 0 0 1 0 3 0 4 2 0 0 0 0 0 0 16 0 55
11 0 0 0 0 0 0 1 4 20 1 0 0 0 0 0 1 0 12 0 1 66 0 106
12 1 0 0 0 0 0 0 0 1 8 1 19 1 0 0 1 0 8 0 0 0 0 40
13 0 2 0 0 0 0 0 8 7 1 0 0 0 0 0 0 0 1 1 0 3 0 23
14 0 8 0 0 0 0 0 11 19 1 0 0 0 1 0 0 0 0 0 0 0 0 40
15 0 13 0 0 0 17 15 0 2 12 5 0 0 1 0 0 13 0 0 0 1 0 79
16 0 1 0 0 0 6 0 0 15 0 0 0 0 1 0 0 0 0 0 0 1 0 24
17 15 12 0 0 0 0 26 1 18 0 12 0 0 0 0 0 0 0 0 0 0 0 84
18 0 0 0 0 0 26 38 0 2 55 0 0 0 0 0 0 0 0 0 0 0 0 121
19 0 1 0 1 1 40 22 0 21 70 7 0 0 14 0 0 0 0 0 0 17 0 194
20 0 6 0 0 0 1 22 1 1 17 2 0 0 0 0 0 1 0 0 0 2 0 53
21 9 0 4 0 0 5 14 2 24 15 23 8 0 0 0 0 0 2 0 0 24 0 130
22 0 0 0 0 0 0 18 0 27 19 0 0 0 17 0 1 0 1 0 0 35 0 118
23 0 0 0 0 0 17 26 0 1 30 3 0 0 0 0 0 0 1 0 0 19 0 97
24 0 0 9 0 0 39 15 0 17 13 33 1 16 0 0 0 0 9 0 0 12 0 164
25 0 8 1 12 1 1 12 9 5 29 2 0 0 0 0 0 0 15 0 0 2 0 97
26 0 19 1 0 0 40 35 0 10 23 1 0 21 1 0 0 0 0 0 0 0 0 151
27 0 1 1 0 0 8 4 0 41 29 32 13 0 0 0 0 1 0 0 0 10 0 140
28 0 73 0 0 0 4 22 8 51 15 2 1 19 0 0 0 0 0 0 0 1 0 196
29 0 50 2 0 0 20 19 13 25 16 32 13 0 0 0 0 0 0 0 0 1 0 191
30 0 35 0 0 1 18 17 0 1 28 35 0 0 1 0 0 0 0 0 0 32 0 168
31 0 95 0 0 0 14 41 0 41 23 2 0 0 1 1 9 0 0 0 0 2 0 229
32 0 48 3 0 0 33 15 3 37 37 11 0 0 25 0 0 0 1 0 0 11 0 224
33 12 46 9 0 13 8 16 61 27 48 35 0 21 1 0 0 0 0 0 0 31 0 328
34 15 47 28 0 0 6 39 19 45 11 25 0 1 10 0 0 0 0 0 0 29 0 275
35 0 70 10 0 0 8 24 15 66 21 16 0 0 0 0 0 0 13 0 0 0 0 243
36 1 13 14 0 0 43 23 36 15 16 32 7 1 0 0 0 0 0 0 0 58 0 259
37 0 48 3 0 0 21 49 49 17 14 22 0 0 0 0 0 1 2 0 0 42 0 268
38 1 89 28 0 0 3 29 11 17 55 67 0 1 0 0 0 0 2 0 0 70 0 373
39 1 47 9 0 0 19 11 13 19 31 43 0 0 1 0 0 0 0 0 1 10 0 205
40 0 12 2 0 1 3 23 46 20 59 31 0 0 0 0 0 1 25 0 0 24 0 247
41 0 23 40 0 0 66 34 52 32 63 10 0 1 0 1 0 0 0 0 0 0 0 322
42 0 10 2 0 0 29 14 8 35 30 47 0 0 0 0 0 0 0 0 1 0 0 176
43 0 56 3 0 0 34 55 14 29 28 25 13 0 0 0 0 1 0 0 0 16 0 274
